"Activity" "Variable" "Subject" "Average"
"WALKING" "tBodyAccJerk-std-Z" "5" -0.975178679347181
"WALKING" "tBodyAccJerk-std-Z" "6" -0.974556256341463
"WALKING" "tBodyAccJerkMag-mean" "1" -0.163837638345549
"WALKING" "tBodyAccJerkMag-mean" "2" -0.36619186495364
"WALKING" "tBodyAccJerkMag-mean" "3" -0.00123235096694561
"WALKING" "tBodyAccJerkMag-mean" "4" -0.969519949407407
"WALKING" "tBodyAccJerkMag-mean" "5" -0.962047459525223
"WALKING" "tBodyAccJerkMag-mean" "6" -0.963803005400697
"WALKING" "tBodyAccJerkMag-std" "1" -0.350058278753049
"WALKING" "tBodyAccJerkMag-std" "2" -0.242121090581609
"WALKING" "tBodyAccJerkMag-std" "3" -0.18365775197795
"WALKING" "tBodyAccJerkMag-std" "4" -0.932620177111111
"WALKING" "tBodyAccJerkMag-std" "5" -0.927707665192878
"WALKING" "tBodyAccJerkMag-std" "6" -0.926743471707317
"WALKING" "tBodyAccMag-mean" "1" -0.339976939314024
"WALKING" "tBodyAccMag-mean" "2" -0.23985887746092
"WALKING" "tBodyAccMag-mean" "3" 0.0937843298912134
"WALKING" "tBodyAccMag-mean" "4" -0.920122938
"WALKING" "tBodyAccMag-mean" "5" -0.926690433916914
"WALKING" "tBodyAccMag-mean" "6" -0.920126149
"WALKING" "tBodyAccMag-std" "1" -0.214772124661585
"WALKING" "tBodyAccMag-std" "2" -0.101581309995556
"WALKING" "tBodyAccMag-std" "3" 0.0668520243758577
"WALKING" "tBodyAccMag-std" "4" -0.940091634962963
"WALKING" "tBodyAccMag-std" "5" -0.938119355667656
"WALKING" "tBodyAccMag-std" "6" -0.937726172898955
"WALKING" "tBodyGyro-mean-X" "1" -0.519304088140244
"WALKING" "tBodyGyro-mean-X" "2" -0.464556624670498
"WALKING" "tBodyGyro-mean-X" "3" -0.370353240680335
"WALKING" "tBodyGyro-mean-X" "4" -0.970829885592593
"WALKING" "tBodyGyro-mean-X" "5" -0.936875216913947
"WALKING" "tBodyGyro-mean-X" "6" -0.956324996937282
"WALKING" "tBodyGyro-mean-Y" "1" -0.0677963922527439
"WALKING" "tBodyGyro-mean-Y" "2" -0.105379533735249
"WALKING" "tBodyGyro-mean-Y" "3" -0.0473857992464435
"WALKING" "tBodyGyro-mean-Y" "4" -0.0809866019386296
"WALKING" "tBodyGyro-mean-Y" "5" -0.0618006011637982
"WALKING" "tBodyGyro-mean-Y" "6" -0.0888221946724739
"WALKING" "tBodyGyro-mean-Z" "1" 0.0828934629155488
"WALKING" "tBodyGyro-mean-Z" "2" 0.0534985431140996
"WALKING" "tBodyGyro-mean-Z" "3" 0.0937562687466946
"WALKING" "tBodyGyro-mean-Z" "4" 0.0789080475917037
"WALKING" "tBodyGyro-mean-Z" "5" 0.0748980647824926
"WALKING" "tBodyGyro-mean-Z" "6" 0.157063398041812
"WALKING" "tBodyGyro-std-X" "1" -0.089781730029878
"WALKING" "tBodyGyro-std-X" "2" -0.111492813712375
"WALKING" "tBodyGyro-std-X" "3" -0.0803434040453138
"WALKING" "tBodyGyro-std-X" "4" -0.094684160862963
"WALKING" "tBodyGyro-std-X" "5" -0.100505152970326
"WALKING" "tBodyGyro-std-X" "6" -0.104965400169338
"WALKING" "tBodyGyro-std-Y" "1" -0.396982745099543
"WALKING" "tBodyGyro-std-Y" "2" -0.401670550301533
"WALKING" "tBodyGyro-std-Y" "3" -0.406743080719665
"WALKING" "tBodyGyro-std-Y" "4" -0.957657716777778
"WALKING" "tBodyGyro-std-Y" "5" -0.951248333293769
"WALKING" "tBodyGyro-std-Y" "6" -0.965922674773519
"WALKING" "tBodyGyro-std-Z" "1" -0.42705081195122
"WALKING" "tBodyGyro-std-Z" "2" -0.344490204570881
"WALKING" "tBodyGyro-std-Z" "3" -0.283574547467782
"WALKING" "tBodyGyro-std-Z" "4" -0.942044587851852
"WALKING" "tBodyGyro-std-Z" "5" -0.936297926617211
"WALKING" "tBodyGyro-std-Z" "6" -0.947725907979094
"WALKING" "tBodyGyroJerk-mean-X" "1" -0.341725670414634
"WALKING" "tBodyGyroJerk-mean-X" "2" -0.479744500601533
"WALKING" "tBodyGyroJerk-mean-X" "3" -0.356886894916318
"WALKING" "tBodyGyroJerk-mean-X" "4" -0.972504830888889
"WALKING" "tBodyGyroJerk-mean-X" "5" -0.957805659881306
"WALKING" "tBodyGyroJerk-mean-X" "6" -0.96449824456446
"WALKING" "tBodyGyroJerk-mean-Y" "1" -0.0443190243746951
"WALKING" "tBodyGyroJerk-mean-Y" "2" -0.0441058318703065
"WALKING" "tBodyGyroJerk-mean-Y" "3" -0.0492808622629707
"WALKING" "tBodyGyroJerk-mean-Y" "4" -0.0390928059705185
"WALKING" "tBodyGyroJerk-mean-Y" "5" -0.0437996951394659
"WALKING" "tBodyGyroJerk-mean-Y" "6" -0.0392242456207665
"WALKING" "tBodyGyroJerk-mean-Z" "1" -0.0503817733891159
"WALKING" "tBodyGyroJerk-mean-Z" "2" -0.0527136586328352
"WALKING" "tBodyGyroJerk-mean-Z" "3" -0.0486665378640167
"WALKING" "tBodyGyroJerk-mean-Z" "4" -0.0486811196864815
"WALKING" "tBodyGyroJerk-mean-Z" "5" -0.0477379551906825
"WALKING" "tBodyGyroJerk-mean-Z" "6" -0.07110017971777
"WALKING" "tBodyGyroJerk-std" "1" -0.214772124661585
"WALKING" "tBodyGyroJerk-std" "2" -0.101581309995556
"WALKING" "tBodyGyroJerk-std" "3" 0.0668520243758577
"WALKING" "tBodyGyroJerk-std" "4" -0.940091634962963
"WALKING" "tBodyGyroJerk-std" "5" -0.938119355667656
"WALKING" "tBodyGyroJerk-std" "6" -0.937726172898955
"WALKING" "tBodyGyroJerk-std-Y" "1" -0.538245835335366
"WALKING" "tBodyGyroJerk-std-Y" "2" -0.682002348697318
"WALKING" "tBodyGyroJerk-std-Y" "3" -0.502759858330544
"WALKING" "tBodyGyroJerk-std-Y" "4" -0.979552149518519
"WALKING" "tBodyGyroJerk-std-Y" "5" -0.974084827418398
"WALKING" "tBodyGyroJerk-std-Y" "6" -0.978514795923345
"WALKING" "tBodyGyroJerk-std-Z" "1" -0.40692337933872
"WALKING" "tBodyGyroJerk-std-Z" "2" -0.478019838237548
"WALKING" "tBodyGyroJerk-std-Z" "3" -0.216463895039331
"WALKING" "tBodyGyroJerk-std-Z" "4" -0.974513458777778
"WALKING" "tBodyGyroJerk-std-Z" "5" -0.964519517121662
"WALKING" "tBodyGyroJerk-std-Z" "6" -0.976309971184669
"WALKING" "tBodyGyroJerkMag-mean" "1" -0.495241313429878
"WALKING" "tBodyGyroJerkMag-mean" "2" -0.644325679770115
"WALKING" "tBodyGyroJerkMag-mean" "3" -0.439395014497908
"WALKING" "tBodyGyroJerkMag-mean" "4" -0.975211428407407
"WALKING" "tBodyGyroJerkMag-mean" "5" -0.965249638872404
"WALKING" "tBodyGyroJerkMag-mean" "6" -0.97069708076655
"WALKING" "tBodyGyroJerkMag-std-X" "1" -0.284970959661585
"WALKING" "tBodyGyroJerkMag-std-X" "2" -0.2987771291341
"WALKING" "tBodyGyroJerkMag-std-X" "3" 0.0584015200075314
"WALKING" "tBodyGyroJerkMag-std-X" "4" -0.977830781444444
"WALKING" "tBodyGyroJerkMag-std-X" "5" -0.975286435875371
"WALKING" "tBodyGyroJerkMag-std-X" "6" -0.960708665993031
"WALKING" "tBodyGyroMag-mean" "1" -0.435435426829268
"WALKING" "tBodyGyroMag-mean" "2" -0.342454540742529
"WALKING" "tBodyGyroMag-mean" "3" -0.281788014701674
"WALKING" "tBodyGyroMag-mean" "4" -0.935783499214815
"WALKING" "tBodyGyroMag-mean" "5" -0.912526379465875
"WALKING" "tBodyGyroMag-mean" "6" -0.925104855080139
"WALKING" "tBodyGyroMag-std" "1" -0.467869410466463
"WALKING" "tBodyGyroMag-std" "2" -0.584094149885057
"WALKING" "tBodyGyroMag-std" "3" -0.413743723196653
"WALKING" "tBodyGyroMag-std" "4" -0.979731665037037
"WALKING" "tBodyGyroMag-std" "5" -0.971337138724036
"WALKING" "tBodyGyroMag-std" "6" -0.977748725296167
"WALKING" "tGravityAcc-mean-X" "1" -0.977647369359756
"WALKING" "tGravityAcc-mean-X" "2" -0.950659820421456
"WALKING" "tGravityAcc-mean-X" "3" -0.950034901464435
"WALKING" "tGravityAcc-mean-X" "4" -0.975508215962963
"WALKING" "tGravityAcc-mean-X" "5" -0.982385046913947
"WALKING" "tGravityAcc-mean-X" "6" -0.933555469651568
"WALKING" "tGravityAcc-mean-Y" "1" -0.235725800722561
"WALKING" "tGravityAcc-mean-Y" "2" -0.342406641877395
"WALKING" "tGravityAcc-mean-Y" "3" -0.206587888510879
"WALKING" "tGravityAcc-mean-Y" "4" 0.0995354317029285
"WALKING" "tGravityAcc-mean-Y" "5" -0.214836494315727
"WALKING" "tGravityAcc-mean-Y" "6" 0.843196251264808
"WALKING" "tGravityAcc-mean-Z" "1" -0.0128907547198171
"WALKING" "tGravityAcc-mean-Z" "2" -0.0850029625791954
"WALKING" "tGravityAcc-mean-Z" "3" -0.0230349608011837
"WALKING" "tGravityAcc-mean-Z" "4" 0.17108258834563
"WALKING" "tGravityAcc-mean-Z" "5" 0.0805196041053412
"WALKING" "tGravityAcc-mean-Z" "6" 0.418429926199303
"WALKING" "tGravityAcc-std-X" "1" 0.0742339892987195
"WALKING" "tGravityAcc-std-X" "2" 0.0754739662886973
"WALKING" "tGravityAcc-std-X" "3" 0.0912566116249791
"WALKING" "tGravityAcc-std-X" "4" 0.0751462491804815
"WALKING" "tGravityAcc-std-X" "5" 0.0738217352554599
"WALKING" "tGravityAcc-std-X" "6" 0.0848592688327526
"WALKING" "tGravityAcc-std-Y" "1" -0.967254867073171
"WALKING" "tGravityAcc-std-Y" "2" -0.922818408544061
"WALKING" "tGravityAcc-std-Y" "3" -0.934584933221757
"WALKING" "tGravityAcc-std-Y" "4" -0.937812106977778
"WALKING" "tGravityAcc-std-Y" "5" -0.954875111958457
"WALKING" "tGravityAcc-std-Y" "6" -0.965061261979094
"WALKING" "tGravityAcc-std-Z" "1" -0.958299783506098
"WALKING" "tGravityAcc-std-Z" "2" -0.907589039003831
"WALKING" "tGravityAcc-std-Z" "3" -0.918385741046025
"WALKING" "tGravityAcc-std-Z" "4" -0.942348051740741
"WALKING" "tGravityAcc-std-Z" "5" -0.934027167848665
"WALKING" "tGravityAcc-std-Z" "6" -0.944881613731707
"WALKING" "tGravityAccMag-mean" "1" -0.339976939314024
"WALKING" "tGravityAccMag-mean" "2" -0.23985887746092
"WALKING" "tGravityAccMag-mean" "3" 0.0937843298912134
"WALKING" "tGravityAccMag-mean" "4" -0.920122938
"WALKING" "tGravityAccMag-mean" "5" -0.926690433916914
"WALKING" "tGravityAccMag-mean" "6" -0.920126149
"WALKING" "tGravityAccMag-std" "1" -0.250277060320122
"WALKING" "tGravityAccMag-std" "2" -0.372436811896552
"WALKING" "tGravityAccMag-std" "3" -0.101225199458577
"WALKING" "tGravityAccMag-std" "4" -0.974858822444444
"WALKING" "tGravityAccMag-std" "5" -0.969487825667656
"WALKING" "tGravityAccMag-std" "6" -0.971034721777003
"WALKING_DOWNSTAIRS" "fBodyAcc-mean-X" "1" -0.323391050176229
"WALKING_DOWNSTAIRS" "fBodyAcc-mean-X" "2" -0.228802345503084
"WALKING_DOWNSTAIRS" "fBodyAcc-mean-X" "3" 0.223454039294772
"WALKING_DOWNSTAIRS" "fBodyAcc-mean-X" "4" -0.98302642543379
"WALKING_DOWNSTAIRS" "fBodyAcc-mean-X" "5" -0.986005360685921
"WALKING_DOWNSTAIRS" "fBodyAcc-mean-X" "6" -0.956510584309917
"WALKING_DOWNSTAIRS" "fBodyAcc-mean-Y" "1" -0.0895951312213525
"WALKING_DOWNSTAIRS" "fBodyAcc-mean-Y" "2" -0.121777477189868
"WALKING_DOWNSTAIRS" "fBodyAcc-mean-Y" "3" 0.0800549753271066
"WALKING_DOWNSTAIRS" "fBodyAcc-mean-Y" "4" -0.942779464273973
"WALKING_DOWNSTAIRS" "fBodyAcc-mean-Y" "5" -0.952103261949458
"WALKING_DOWNSTAIRS" "fBodyAcc-mean-Y" "6" -0.952128618347107
"WALKING_DOWNSTAIRS" "fBodyAcc-mean-Z" "1" -0.338410819993852
"WALKING_DOWNSTAIRS" "fBodyAcc-mean-Z" "2" -0.265148831135683
"WALKING_DOWNSTAIRS" "fBodyAcc-mean-Z" "3" -0.0772385992518782
"WALKING_DOWNSTAIRS" "fBodyAcc-mean-Z" "4" -0.955415721689498
"WALKING_DOWNSTAIRS" "fBodyAcc-mean-Z" "5" -0.961222699711191
"WALKING_DOWNSTAIRS" "fBodyAcc-mean-Z" "6" -0.953120515413223
"WALKING_DOWNSTAIRS" "fBodyAcc-std-X" "1" -0.337361442958197
"WALKING_DOWNSTAIRS" "fBodyAcc-std-X" "2" -0.351149498417181
"WALKING_DOWNSTAIRS" "fBodyAcc-std-X" "3" -0.0126801404842132
"WALKING_DOWNSTAIRS" "fBodyAcc-std-X" "4" -0.986229917442922
"WALKING_DOWNSTAIRS" "fBodyAcc-std-X" "5" -0.982880809927798
"WALKING_DOWNSTAIRS" "fBodyAcc-std-X" "6" -0.979386324132231
"WALKING_DOWNSTAIRS" "fBodyAcc-std-Y" "1" -0.130218104114139
"WALKING_DOWNSTAIRS" "fBodyAcc-std-Y" "2" 0.012643212625022
"WALKING_DOWNSTAIRS" "fBodyAcc-std-Y" "3" 0.00388427036192894
"WALKING_DOWNSTAIRS" "fBodyAcc-std-Y" "4" -0.923284437666667
"WALKING_DOWNSTAIRS" "fBodyAcc-std-Y" "5" -0.94250388368231
"WALKING_DOWNSTAIRS" "fBodyAcc-std-Y" "6" -0.938184989404959
"WALKING_DOWNSTAIRS" "fBodyAcc-std-Z" "1" -0.269256734086434
"WALKING_DOWNSTAIRS" "fBodyAcc-std-Z" "2" 0.013595328692511
"WALKING_DOWNSTAIRS" "fBodyAcc-std-Z" "3" -0.0931556294939086
"WALKING_DOWNSTAIRS" "fBodyAcc-std-Z" "4" -0.933364935506849
"WALKING_DOWNSTAIRS" "fBodyAcc-std-Z" "5" -0.940171096931408
"WALKING_DOWNSTAIRS" "fBodyAcc-std-Z" "6" -0.933332719103306
"WALKING_DOWNSTAIRS" "fBodyAccJerk-mean-X" "1" -0.33027522309291
"WALKING_DOWNSTAIRS" "fBodyAccJerk-mean-X" "2" -0.362233142087181
"WALKING_DOWNSTAIRS" "fBodyAccJerk-mean-X" "3" -0.00719057000751269
"WALKING_DOWNSTAIRS" "fBodyAccJerk-mean-X" "4" -0.986933611461187
"WALKING_DOWNSTAIRS" "fBodyAccJerk-mean-X" "5" -0.984776997725632
"WALKING_DOWNSTAIRS" "fBodyAccJerk-mean-X" "6" -0.981217951735537
"WALKING_DOWNSTAIRS" "fBodyAccJerk-mean-Y" "1" -0.216436741781066
"WALKING_DOWNSTAIRS" "fBodyAccJerk-mean-Y" "2" -0.35865054207489
"WALKING_DOWNSTAIRS" "fBodyAccJerk-mean-Y" "3" -0.0853129224106599
"WALKING_DOWNSTAIRS" "fBodyAccJerk-mean-Y" "4" -0.975081704840183
"WALKING_DOWNSTAIRS" "fBodyAccJerk-mean-Y" "5" -0.969954937292419
"WALKING_DOWNSTAIRS" "fBodyAccJerk-mean-Y" "6" -0.972909455743802
"WALKING_DOWNSTAIRS" "fBodyAccJerk-mean-Z" "1" -0.474232462336066
"WALKING_DOWNSTAIRS" "fBodyAccJerk-mean-Z" "2" -0.529329849867841
"WALKING_DOWNSTAIRS" "fBodyAccJerk-mean-Z" "3" -0.236685175922843
"WALKING_DOWNSTAIRS" "fBodyAccJerk-mean-Z" "4" -0.979511405936073
"WALKING_DOWNSTAIRS" "fBodyAccJerk-mean-Z" "5" -0.979126426101083
"WALKING_DOWNSTAIRS" "fBodyAccJerk-mean-Z" "6" -0.974053259876033
"WALKING_DOWNSTAIRS" "fBodyAccJerk-std-X" "1" -0.414464570434426
"WALKING_DOWNSTAIRS" "fBodyAccJerk-std-X" "2" -0.40140717093348
"WALKING_DOWNSTAIRS" "fBodyAccJerk-std-X" "3" -0.294208882752843
"WALKING_DOWNSTAIRS" "fBodyAccJerk-std-X" "4" -0.979599335068493
"WALKING_DOWNSTAIRS" "fBodyAccJerk-std-X" "5" -0.955305089927798
"WALKING_DOWNSTAIRS" "fBodyAccJerk-std-X" "6" -0.957229554793388
"WALKING_DOWNSTAIRS" "fBodyAccJerk-std-Y" "1" -0.197573305106393
"WALKING_DOWNSTAIRS" "fBodyAccJerk-std-Y" "2" -0.351409804420705
"WALKING_DOWNSTAIRS" "fBodyAccJerk-std-Y" "3" -0.0903980292683756
"WALKING_DOWNSTAIRS" "fBodyAccJerk-std-Y" "4" -0.976066784977169
"WALKING_DOWNSTAIRS" "fBodyAccJerk-std-Y" "5" -0.971786893285199
"WALKING_DOWNSTAIRS" "fBodyAccJerk-std-Y" "6" -0.974427548719008
"WALKING_DOWNSTAIRS" "fBodyAccJerk-std-Z" "1" -0.553005640696721
"WALKING_DOWNSTAIRS" "fBodyAccJerk-std-Z" "2" -0.617831216387665
"WALKING_DOWNSTAIRS" "fBodyAccJerk-std-Z" "3" -0.383797705964975
"WALKING_DOWNSTAIRS" "fBodyAccJerk-std-Z" "4" -0.98347882652968
"WALKING_DOWNSTAIRS" "fBodyAccJerk-std-Z" "5" -0.983619415054152
"WALKING_DOWNSTAIRS" "fBodyAccJerk-std-Z" "6" -0.979477047024793
"WALKING_DOWNSTAIRS" "fBodyAccMag-mean" "1" -0.46591875942623
"WALKING_DOWNSTAIRS" "fBodyAccMag-mean" "2" -0.306871514176211
"WALKING_DOWNSTAIRS" "fBodyAccMag-mean" "3" 0.0313267571446701
"WALKING_DOWNSTAIRS" "fBodyAccMag-mean" "4" -0.936221013369863
"WALKING_DOWNSTAIRS" "fBodyAccMag-mean" "5" -0.952933276787004
"WALKING_DOWNSTAIRS" "fBodyAccMag-mean" "6" -0.928611824958678
"WALKING_DOWNSTAIRS" "fBodyAccMag-std-X" "1" 0.275388728688525
"WALKING_DOWNSTAIRS" "fBodyAccMag-std-X" "2" 0.265300921519824
"WALKING_DOWNSTAIRS" "fBodyAccMag-std-X" "3" 0.288620691964467
"WALKING_DOWNSTAIRS" "fBodyAccMag-std-X" "4" 0.276818419671233
"WALKING_DOWNSTAIRS" "fBodyAccMag-std-X" "5" 0.279661507220217
"WALKING_DOWNSTAIRS" "fBodyAccMag-std-X" "6" 0.267639129917355
"WALKING_DOWNSTAIRS" "fBodyGyro-mean-X" "1" -0.538947357540984
"WALKING_DOWNSTAIRS" "fBodyGyro-mean-X" "2" -0.454589283920705
"WALKING_DOWNSTAIRS" "fBodyGyro-mean-X" "3" -0.400878319837563
"WALKING_DOWNSTAIRS" "fBodyGyro-mean-X" "4" -0.983499749452055
"WALKING_DOWNSTAIRS" "fBodyGyro-mean-X" "5" -0.955973715595668
"WALKING_DOWNSTAIRS" "fBodyGyro-mean-X" "6" -0.964300048264463
"WALKING_DOWNSTAIRS" "fBodyGyro-mean-Y" "1" -0.431724587713115
"WALKING_DOWNSTAIRS" "fBodyGyro-mean-Y" "2" -0.345323580281278
"WALKING_DOWNSTAIRS" "fBodyGyro-mean-Y" "3" -0.308574699847716
"WALKING_DOWNSTAIRS" "fBodyGyro-mean-Y" "4" -0.971003780821918
"WALKING_DOWNSTAIRS" "fBodyGyro-mean-Y" "5" -0.969983162851986
"WALKING_DOWNSTAIRS" "fBodyGyro-mean-Y" "6" -0.957931924834711
"WALKING_DOWNSTAIRS" "fBodyGyro-mean-Z" "1" -0.287336803859426
"WALKING_DOWNSTAIRS" "fBodyGyro-mean-Z" "2" -0.266916303679295
"WALKING_DOWNSTAIRS" "fBodyGyro-mean-Z" "3" -0.0418650830837563
"WALKING_DOWNSTAIRS" "fBodyGyro-mean-Z" "4" -0.960852217671233
"WALKING_DOWNSTAIRS" "fBodyGyro-mean-Z" "5" -0.968643682454874
"WALKING_DOWNSTAIRS" "fBodyGyro-mean-Z" "6" -0.964823001859504
"WALKING_DOWNSTAIRS" "fBodyGyro-std" "1" -0.287592893857172
"WALKING_DOWNSTAIRS" "fBodyGyro-std" "2" -0.208234406202643
"WALKING_DOWNSTAIRS" "fBodyGyro-std" "3" 0.257529398363959
"WALKING_DOWNSTAIRS" "fBodyGyro-std" "4" -0.948875936794521
"WALKING_DOWNSTAIRS" "fBodyGyro-std" "5" -0.961094179747292
"WALKING_DOWNSTAIRS" "fBodyGyro-std" "6" -0.943520567582645
"WALKING_DOWNSTAIRS" "fBodyGyro-std-Y" "1" -0.293081919605697
"WALKING_DOWNSTAIRS" "fBodyGyro-std-Y" "2" -0.0525245392651982
"WALKING_DOWNSTAIRS" "fBodyGyro-std-Y" "3" -0.333217747374518
"WALKING_DOWNSTAIRS" "fBodyGyro-std-Y" "4" -0.962374774885845
"WALKING_DOWNSTAIRS" "fBodyGyro-std-Y" "5" -0.964752325379061
"WALKING_DOWNSTAIRS" "fBodyGyro-std-Y" "6" -0.952608120041322
"WALKING_DOWNSTAIRS" "fBodyGyro-std-Z" "1" -0.33464238902459
"WALKING_DOWNSTAIRS" "fBodyGyro-std-Z" "2" -0.185856694599119
"WALKING_DOWNSTAIRS" "fBodyGyro-std-Z" "3" -0.239252913529949
"WALKING_DOWNSTAIRS" "fBodyGyro-std-Z" "4" -0.960534383105023
"WALKING_DOWNSTAIRS" "fBodyGyro-std-Z" "5" -0.970090049855596
"WALKING_DOWNSTAIRS" "fBodyGyro-std-Z" "6" -0.969296085661157
"WALKING_DOWNSTAIRS" "tBodyAcc-mean-X" "1" -0.31473138327459
"WALKING_DOWNSTAIRS" "tBodyAcc-mean-X" "2" -0.239103407278855
"WALKING_DOWNSTAIRS" "tBodyAcc-mean-X" "3" 0.191222633375127
"WALKING_DOWNSTAIRS" "tBodyAcc-mean-X" "4" -0.982855406073059
"WALKING_DOWNSTAIRS" "tBodyAcc-mean-X" "5" -0.985011376462094
"WALKING_DOWNSTAIRS" "tBodyAcc-mean-X" "6" -0.958454230966942
"WALKING_DOWNSTAIRS" "tBodyAcc-mean-Y" "1" -0.0187859016444262
"WALKING_DOWNSTAIRS" "tBodyAcc-mean-Y" "2" -0.0202279812603084
"WALKING_DOWNSTAIRS" "tBodyAcc-mean-Y" "3" -0.0166531119796776
"WALKING_DOWNSTAIRS" "tBodyAcc-mean-Y" "4" -0.0110964763697717
"WALKING_DOWNSTAIRS" "tBodyAcc-mean-Y" "5" -0.0168049748033213
"WALKING_DOWNSTAIRS" "tBodyAcc-mean-Y" "6" -0.0173512887566529
"WALKING_DOWNSTAIRS" "tBodyAcc-mean-Z" "1" -0.107493492709016
"WALKING_DOWNSTAIRS" "tBodyAcc-mean-Z" "2" -0.117011645763436
"WALKING_DOWNSTAIRS" "tBodyAcc-mean-Z" "3" -0.108890640361929
"WALKING_DOWNSTAIRS" "tBodyAcc-mean-Z" "4" -0.100248128853881
"WALKING_DOWNSTAIRS" "tBodyAcc-mean-Z" "5" -0.105852791209386
"WALKING_DOWNSTAIRS" "tBodyAcc-mean-Z" "6" -0.107975200801653
"WALKING_DOWNSTAIRS" "tBodyAcc-std-X" "1" 0.914462432868852
"WALKING_DOWNSTAIRS" "tBodyAcc-std-X" "2" 0.84834267629956
"WALKING_DOWNSTAIRS" "tBodyAcc-std-X" "3" 0.906355780304569
"WALKING_DOWNSTAIRS" "tBodyAcc-std-X" "4" 0.900033440228311
"WALKING_DOWNSTAIRS" "tBodyAcc-std-X" "5" 0.93156241198556
"WALKING_DOWNSTAIRS" "tBodyAcc-std-X" "6" -0.250103066318182
"WALKING_DOWNSTAIRS" "tBodyAcc-std-Y" "1" -0.0760669332127459
"WALKING_DOWNSTAIRS" "tBodyAcc-std-Y" "2" 0.0134164602488987
"WALKING_DOWNSTAIRS" "tBodyAcc-std-Y" "3" 0.0757944842243655
"WALKING_DOWNSTAIRS" "tBodyAcc-std-Y" "4" -0.926491798086758
"WALKING_DOWNSTAIRS" "tBodyAcc-std-Y" "5" -0.943616326209386
"WALKING_DOWNSTAIRS" "tBodyAcc-std-Y" "6" -0.940254090041322
"WALKING_DOWNSTAIRS" "tBodyAcc-std-Z" "1" -0.253855036950287
"WALKING_DOWNSTAIRS" "tBodyAcc-std-Z" "2" -0.0276094525026432
"WALKING_DOWNSTAIRS" "tBodyAcc-std-Z" "3" -0.0355771003388325
"WALKING_DOWNSTAIRS" "tBodyAcc-std-Z" "4" -0.937721348356164
"WALKING_DOWNSTAIRS" "tBodyAcc-std-Z" "5" -0.944530091974729
"WALKING_DOWNSTAIRS" "tBodyAcc-std-Z" "6" -0.936959413826446
"WALKING_DOWNSTAIRS" "tBodyAccJerk-mean-X" "1" -0.303321777213115
"WALKING_DOWNSTAIRS" "tBodyAccJerk-mean-X" "2" -0.326663819810573
"WALKING_DOWNSTAIRS" "tBodyAccJerk-mean-X" "3" 0.0358809192565482
"WALKING_DOWNSTAIRS" "tBodyAccJerk-mean-X" "4" -0.98594796173516
"WALKING_DOWNSTAIRS" "tBodyAccJerk-mean-X" "5" -0.983018491083033
"WALKING_DOWNSTAIRS" "tBodyAccJerk-mean-X" "6" -0.979335183429752
"WALKING_DOWNSTAIRS" "tBodyAccJerk-mean-Y" "1" 0.0113475905286066
"WALKING_DOWNSTAIRS" "tBodyAccJerk-mean-Y" "2" 0.00268447914273128
"WALKING_DOWNSTAIRS" "tBodyAccJerk-mean-Y" "3" 0.00657701026294416
"WALKING_DOWNSTAIRS" "tBodyAccJerk-mean-Y" "4" 0.00259744199949772
"WALKING_DOWNSTAIRS" "tBodyAccJerk-mean-Y" "5" 0.00987715160962455
"WALKING_DOWNSTAIRS" "tBodyAccJerk-mean-Y" "6" 0.00896803670078512
"WALKING_DOWNSTAIRS" "tBodyAccJerk-mean-Z" "1" 0.00099123355975
"WALKING_DOWNSTAIRS" "tBodyAccJerk-mean-Z" "2" -0.00530499371938326
"WALKING_DOWNSTAIRS" "tBodyAccJerk-mean-Z" "3" -0.00686229196116751
"WALKING_DOWNSTAIRS" "tBodyAccJerk-mean-Z" "4" -0.00905173856239269
"WALKING_DOWNSTAIRS" "tBodyAccJerk-mean-Z" "5" -0.00571123218270758
"WALKING_DOWNSTAIRS" "tBodyAccJerk-mean-Z" "6" -0.0080312212893595
"WALKING_DOWNSTAIRS" "tBodyAccJerk-std-X" "1" -0.0263932487926639
"WALKING_DOWNSTAIRS" "tBodyAccJerk-std-X" "2" 0.0584948022960352
"WALKING_DOWNSTAIRS" "tBodyAccJerk-std-X" "3" -0.0723529674969543
"WALKING_DOWNSTAIRS" "tBodyAccJerk-std-X" "4" -0.0412277232817352
"WALKING_DOWNSTAIRS" "tBodyAccJerk-std-X" "5" -0.0274376860886643
"WALKING_DOWNSTAIRS" "tBodyAccJerk-std-X" "6" -0.0129352217015702
"WALKING_DOWNSTAIRS" "tBodyAccJerk-std-Y" "1" -0.180475087058729
"WALKING_DOWNSTAIRS" "tBodyAccJerk-std-Y" "2" -0.333108621621145
"WALKING_DOWNSTAIRS" "tBodyAccJerk-std-Y" "3" -0.0561480169806599
"WALKING_DOWNSTAIRS" "tBodyAccJerk-std-Y" "4" -0.974664529269406
"WALKING_DOWNSTAIRS" "tBodyAccJerk-std-Y" "5" -0.96974316967509
"WALKING_DOWNSTAIRS" "tBodyAccJerk-std-Y" "6" -0.972654144917355
"WALKING_DOWNSTAIRS" "tBodyAccJerk-std-Z" "1" -0.51414676204918
"WALKING_DOWNSTAIRS" "tBodyAccJerk-std-Z" "2" -0.573742983405286
"WALKING_DOWNSTAIRS" "tBodyAccJerk-std-Z" "3" -0.310193825203452
"WALKING_DOWNSTAIRS" "tBodyAccJerk-std-Z" "4" -0.982185468995434
